Name,Price,Drive-type,Fuel-type,Transmission,Engine,Mileague
2023 Hyundai Tucson Hybrid SEL Convenience,"$36,255 ", All-wheel Drive ,Hybrid ,Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid, 2 mi. 
2022 Kia EV6 Wind,"$55,185 ", All-wheel Drive ,1-Speed Automatic,Electric, KNDC3DLC8N5087271 ,"

Heated SeatsHeated Steering WheelNavigation SystemPower Liftgate

"
2023 Toyota 4Runner TRD Off Road Premium,"$47,305 ", Four-wheel Drive ,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC, 2 mi. 
2022 Ford F-150 XLT,"$55,295 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC," 2,027 mi. "
2023 Ford F-350 XL,"$65,410 ", Four-wheel Drive ,Diesel ,Automatic,6.7L V8 32V DDI OHV Turbo Diesel, 9 mi. 
2023 Nissan Leaf SV PLUS,"$38,020 ", Front-wheel Drive ,Automatic,Electric, 1N4CZ1CV8PC558273 ,"

Heated SeatsHeated Steering WheelNavigation System

"
2023 RAM 3500 Big Horn,Not Priced, Four-wheel Drive ,Diesel ,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel, 0 mi. 
2023 BMW 330 i xDrive,"$48,690 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, 0 mi. 
2023 BMW X5 M50i,"$92,345 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo, 4 mi. 
2023 Jeep Grand Cherokee Limited,"$54,430 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 11 mi. 
2023 Jeep Grand Cherokee Laredo,"$46,260 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 3 mi. 
2023 McLaren GT Base,"$227,050 ", Rear-wheel Drive ,Gasoline ,7-Speed Automatic,4.0L V8 32V MPFI DOHC Twin Turbo, 27 mi. 
2023 Lexus LX 600 F SPORT,"$110,845 ", Four-wheel Drive ,Gasoline ,NOT SPECIFIED,3.5L V6 24V PDI DOHC Twin Turbo, – 
2023 Chevrolet Silverado 1500 LT Trail Boss,"$64,180 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,5.3L V8 16V GDI OHV, – 
2023 Chevrolet Silverado 1500 LT Trail Boss,"$58,870 ", 4WD ,Gasoline ,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo, 5 mi. 
2023 Volkswagen Arteon 2.0T SEL Premium R-Line,"$50,803 ", All-wheel Drive ,Gasoline ,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, 1 mi. 
2023 Buick Encore GX Select,"$27,591 ", Front-wheel Drive ,Gasoline ,Automatic CVT,1.2L I3 12V GDI DOHC Turbo, – 
2023 Toyota Tundra SR5,"$59,861 ", Four-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 1 mi. 
2023 Lincoln Aviator Grand Touring,"$76,844 ", All-wheel Drive ,Hybrid ,Automatic,3.0L V6 24V GDI DOHC Twin Turbo Hybrid, 13 mi. 
2023 Ford Ranger XLT,"$42,325 ", 4WD ,Gasoline ,Automatic,2.3L I4 16V GDI DOHC Turbo, 10 mi. 
2023 Mercedes-Benz AMG GLE 63 S,"$129,815 ", All-wheel Drive ,Gasoline ,Automatic,4.0L V8 32V GDI DOHC Twin Turbo, 10 mi. 
2023 Cadillac CT5-V V-Series,"$70,290 ", RWD ,Gasoline ,Automatic,3.0L V6 24V GDI DOHC Twin Turbo, 7 mi. 
2023 BMW X6 xDrive40i,"$87,295 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo, 6 mi. 
2023 Ford Expedition Max Platinum,"$84,500 ", Four-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 7 mi. 
2023 Ford Bronco Sport Outer Banks,"$39,430 ", 4WD ,Gasoline ,Automatic,1.5L I3 12V PDI DOHC Turbo, 20 mi. 
2023 Chevrolet Blazer 2LT,"$34,107 ", Front-wheel Drive ,Gasoline ,9-Speed Automatic with Overdrive,2.0L I4 16V GDI DOHC Turbo, 10 mi. 
2023 Acura Integra A-Spec,"$35,095 ", FWD ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo, 7 mi. 
2023 Chevrolet Colorado WT,"$31,655 ", Rear-wheel Drive ,Gasoline ,Automatic,2.7L I4 16V GDI DOHC Turbo, 0 mi. 
2022 Ford Explorer ST,"$61,360 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo, 1 mi. 
2023 BMW 430 Gran Coupe i xDrive,"$49,745 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 13 mi. 
2022 Acura RDX Technology Package,"$47,145 ", All-wheel Drive ,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, 15 mi. 
2023 Toyota 4Runner TRD Off Road Premium,"$50,791 ", Four-wheel Drive ,Gasoline ,Automatic,4.0L V6 24V MPFI DOHC, 2 mi. 
2022 RAM 2500 Limited,"$84,888 ", Four-wheel Drive ,Diesel ,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel, – 
2023 Subaru Crosstrek Premium,"$29,499 ", All-wheel Drive ,Gasoline ,Automatic CVT,2.0L H4 16V GDI DOHC, 10 mi. 
2023 Honda CR-V EX,"$34,405 ", All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo, – 
2023 Ford F-150 King Ranch,"$77,900 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 25 mi. 
2023 Jeep Grand Cherokee L Laredo,"$42,825 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 10 mi. 
2023 Jaguar F-TYPE P450 R-Dynamic,"$99,792 ", All-wheel Drive ,Gasoline ,Automatic,V8, 10 mi. 
2022 GMC Sierra 1500 SLT,"$66,240 ", Four-wheel Drive ,Diesel ,10-Speed Automatic,3.0L I6 24V DDI DOHC Turbo Diesel, 2 mi. 
2023 Ford Maverick ,"$41,000 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 8 mi. 
2023 Volkswagen Jetta 1.5T Sport,"$24,370 ", Front-wheel Drive ,Gasoline ,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo, 5 mi. 
2023 Chevrolet Suburban LT,"$70,990 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic with Overdrive,5.3L V8 16V GDI OHV, – 
2023 Mercedes-Benz AMG GLA 45 Base,"$69,790 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V PDI DOHC Turbo, 4 mi. 
2023 Kia Sportage SX-Prestige,"$35,685 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC, 3 mi. 
2023 BMW Z4 sDrive30i,"$58,295 ", Rear-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 10 mi. 
2023 Jeep Grand Wagoneer Series III,"$109,990 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo, 15 mi. 
2024 GMC Sierra 2500 Denali,"$89,050 ", Four-wheel Drive ,Gasoline ,Automatic,6.6L, 3 mi. 
2023 Acura MDX Advance,"$65,195 ", AWD ,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI SOHC, 0 mi. 
2023 Nissan Leaf S,"$29,300 ", Front-wheel Drive ,Automatic,Electric, 1N4AZ1BV8PC555656 ,"

Keyless Start

"
2023 Buick Encore GX Select,"$25,885 ", Front-wheel Drive ,Gasoline ,Automatic,1.2L I3 12V GDI DOHC Turbo, 5 mi. 
2023 Kia Telluride S,"$40,020 ", FWD ,Gasoline ,–,3.8L V6 24V GDI DOHC, 10 mi. 
2023 Honda Pilot Elite,Not Priced, All-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V GDI DOHC, 0 mi. 
2023 Honda Civic Si Base,Not Priced, Front-wheel Drive ,Gasoline ,Manual,1.5L I4 16V GDI DOHC Turbo, 3 mi. 
2023 Honda CR-V Hybrid Sport Touring,"$39,845 ", All-wheel Drive ,Hybrid ,–,2.0L I4 16V GDI DOHC Hybrid, 3 mi. 
2023 Chevrolet Traverse LT Leather,"$48,935 ", AWD ,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC, 3 mi. 
2023 Honda Pilot EX-L 7-Passenger,"$45,695 ", All-wheel Drive ,Gasoline ,Automatic,Premium Unleaded V-6 3.5 L/212, 10 mi. 
2023 Jeep Grand Cherokee L Summit,"$69,498 ", Four-wheel Drive ,Gasoline ,Automatic,3.6L V6 24V MPFI DOHC," 1,109 mi. "
2023 Honda Accord Hybrid Sport,"$33,445 ", Front-wheel Drive ,Hybrid ,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid, 27 mi. 
2023 Toyota bZ4X Limited,"$51,670 ", All-wheel Drive ,Automatic,Electric, JTMABACA5PA016305 ,"

Adaptive Cruise ControlHeated SeatsHeated Steering WheelKeyless StartNavigation SystemPower Liftgate

"
2023 Mazda Mazda3 FWD w/Premium Package,"$29,680 ", Front-wheel Drive ,Gasoline ,6-Speed Manual,2.5L I4 16V GDI DOHC, 5 mi. 
2023 Jeep Wrangler Sport,"$39,190 ", Four-wheel Drive ,Gasoline ,6-Speed Manual,3.6L V6 24V MPFI DOHC, 16 mi. 
2022 RAM 2500 Big Horn,"$64,546 ", Four-wheel Drive ,Diesel ,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel, 18 mi. 
2023 Mercedes-Benz GLA 250 Base 4MATIC,"$51,675 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 5 mi. 
2023 Nissan ARIYA ENGAGE,"$45,434 ", Front-wheel Drive ,Automatic,Electric, JN1AF0BA3PM405848 ,"

Heated SeatsHeated Steering WheelNavigation System

"
2022 RAM 1500 Limited,"$74,495 ", Four-wheel Drive ,Diesel ,Automatic,3.0L V6 24V DDI DOHC Turbo Diesel, 3 mi. 
2023 Hyundai Kona N Base,"$38,380 ", Front-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 10 mi. 
2022 Ford Shelby GT500 Base,"$150,000 ", Rear-wheel Drive ,Gasoline ,7-Speed Automatic with Auto-Shift,5.2L V8 32V MPFI DOHC Supercharged, 11 mi. 
2021 Ford Expedition Max Limited,"$42,767 ", Rear-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo," 59,697 mi. "
2022 RAM 1500 Laramie,"$64,882 ", Four-wheel Drive ,Diesel ,Automatic,3.0L V6 24V DDI DOHC Turbo Diesel, 0 mi. 
2023 Hyundai Palisade XRT,"$44,435 ", All-wheel Drive ,Gasoline ,Automatic,3.8L V6 24V GDI DOHC, 0 mi. 
2022 GMC Sierra 1500 SLE,"$45,418 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo," 6,109 mi. "
2022 Mitsubishi Outlander Sport 2.0 ES,"$27,005 ", Front-wheel Drive ,Gasoline ,Automatic CVT,2.0L I4 16V MPFI DOHC, 6 mi. 
2022 Ford Escape SE,"$25,435 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic,1.5L I3 12V PDI DOHC Turbo, 410 mi. 
2001 Audi A4 1.8T quattro,"$3,995 ", All-wheel Drive ,Gasoline ,5-Speed Automatic,1.8L I4 20V MPFI DOHC Turbo," 169,595 mi. "
2023 Mercedes-Benz S-Class S 580 4MATIC,"$139,680 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo, 12 mi. 
2023 GMC Canyon Elevation,"$40,065 ", RWD ,Gasoline ,Automatic,2.7L I4 16V GDI DOHC Turbo, 0 mi. 
2024 Mazda CX-90 Premium Plus,"$58,325 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L, – 
2023 Mitsubishi Eclipse Cross RALLIART S-AWC,"$31,335 ", Four-wheel Drive ,Gasoline ,–,1.5L I4 16V GDI DOHC Turbo, 0 mi. 
2022 Jeep Wagoneer Series III,"$65,236 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV, 11 mi. 
2023 Ford F-150 XL,"$52,825 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC, 10 mi. 
2023 Mazda MX-5 Miata RF Grand Touring,"$37,330 ", Rear-wheel Drive ,Gasoline ,6-Speed Manual,2.0L I4 16V GDI DOHC, 7 mi. 
2023 Jeep Grand Cherokee Laredo,"$46,960 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 5 mi. 
2023 Volkswagen ID.4 Pro S,"$53,699 ", All-wheel Drive ,1-Speed Automatic,Electric, 1V2GNPE82PC003397 ,"

Heated SeatsHeated Steering WheelNavigation SystemPower Liftgate

"
2023 Chevrolet Camaro ZL1,"$78,455 ", Rear-wheel Drive ,Gasoline ,Manual,6.2L V8 16V GDI OHV Supercharged, 0 mi. 
2023 Toyota Tacoma SR,"$35,108 ", Four-wheel Drive ,Gasoline ,6-Speed Automatic,2.7L I4 16V MPFI DOHC, 1 mi. 
2023 Mazda CX-5 2.5 Turbo Signature,"$42,060 ", AWD ,Gasoline ,Automatic,2.5L I4 16V GDI DOHC Turbo, 3 mi. 
2023 GMC Yukon Denali Ultimate,"$101,280 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV, 5 mi. 
2023 Chevrolet Camaro ZL1,"$76,860 ", Rear-wheel Drive ,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV Supercharged, – 
2023 Mercedes-Benz GLE 350 Base 4MATIC,"$73,410 ", AWD ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 0 mi. 
2023 Nissan Leaf S,"$29,860 ", Front-wheel Drive ,Automatic,Electric, 1N4AZ1BVXPC557859 ,"

Apple CarPlay/Android Auto

"
2023 Lexus GX 460 Luxury,"$75,945 ", Four-wheel Drive ,Gasoline ,6-Speed Automatic with Sequential Shift,4.6L V8 32V MPFI DOHC, 12 mi. 
2023 Toyota Tacoma TRD Off Road,"$41,610 ", 4WD ,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC, 10 mi. 
2023 Buick Enclave Premium,"$58,985 ", AWD ,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC, 6 mi. 
2023 RAM 1500 Limited,"$67,130 ", Four-wheel Drive ,Diesel ,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel, 16 mi. 
2023 GMC Sierra 1500 Denali,"$76,490 ", Four-wheel Drive ,Gasoline ,Automatic,"EcoTec3 5.3L V-8 gasoline direct injection, variable valve contr", 2 mi. 
2023 Chevrolet Tahoe High Country,"$84,940 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic with Overdrive,6.2L V8 16V GDI OHV, 26 mi. 
2023 Rolls-Royce Ghost ,"$409,025 ", – ,– ,–,–, – 
2022 GMC Terrain SLT,Not Priced, Front-wheel Drive ,Gasoline ,9-Speed Automatic,1.5L I4 16V GDI DOHC Turbo, 9 mi. 
2023 Jeep Grand Cherokee L Summit,"$73,880 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 15 mi. 
2023 Kia Sorento Hybrid SX Prestige,"$44,434 ", All-wheel Drive ,Hybrid ,6-Speed Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid, 12 mi. 
2023 Ford Bronco Black Diamond,"$50,620 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo, 11 mi. 
2023 Ford F-450 Lariat,"$91,610 ", Four-wheel Drive ,Diesel ,Automatic,6.7L V8 32V DDI OHV Turbo Diesel, 0 mi. 
2023 Acura RDX A-Spec,"$48,995 ", FWD ,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, 2 mi. 
2023 Ford F-350 XLT,"$68,285 ", Four-wheel Drive ,Diesel ,10-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel, – 
2023 Subaru Ascent Touring 7-Passenger,"$50,429 ", All-wheel Drive ,Gasoline ,Automatic CVT,2.4L H4 16V GDI DOHC Turbo, 0 mi. 
2022 Ford F-150 XLT,"$56,476 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo, 180 mi. 
2023 Kia Sportage LX,"$29,685 ", All-wheel Drive ,Gasoline ,Automatic,2.5L I4 16V PDI DOHC, 14 mi. 
2023 Ford Maverick XL,"$29,170 ", FWD ,Hybrid ,Automatic CVT,2.5L I4 16V MPFI DOHC Hybrid, – 
2023 Subaru Forester Touring,"$38,189 ", All-wheel Drive ,Gasoline ,Automatic CVT,2.5L H4 16V GDI DOHC, 13 mi. 
2023 Honda Pilot Elite,"$53,830 ", All-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V GDI DOHC, 0 mi. 
2023 Toyota Tacoma TRD Off Road,"$43,631 ", Four-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC, – 
2022 RAM 1500 Limited,"$74,495 ", Four-wheel Drive ,Diesel ,Automatic,3.0L V6 24V DDI DOHC Turbo Diesel, 3 mi. 
2023 Hyundai Kona N Base,"$38,380 ", Front-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 10 mi. 
2022 Ford Shelby GT500 Base,"$150,000 ", Rear-wheel Drive ,Gasoline ,7-Speed Automatic with Auto-Shift,5.2L V8 32V MPFI DOHC Supercharged, 11 mi. 
2021 Ford Expedition Max Limited,"$42,767 ", Rear-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo," 59,697 mi. "
2022 RAM 1500 Laramie,"$64,882 ", Four-wheel Drive ,Diesel ,Automatic,3.0L V6 24V DDI DOHC Turbo Diesel, 0 mi. 
2023 Subaru Outback Premium,"$32,476 ", All-wheel Drive ,Gasoline ,Automatic CVT,2.5L H4 16V GDI DOHC, 7 mi. 
2023 Hyundai Palisade XRT,"$44,435 ", All-wheel Drive ,Gasoline ,Automatic,3.8L V6 24V GDI DOHC, 0 mi. 
2022 GMC Sierra 1500 SLE,"$45,418 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo," 6,109 mi. "
2023 Mercedes-Benz AMG CLA 45 Base 4MATIC,Not Priced, All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V PDI DOHC Turbo, 10 mi. 
2023 Toyota Tacoma TRD Off Road,"$43,703 ", Four-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC, 474 mi. 
2022 Chevrolet Silverado 2500 High Country,"$82,815 ", Four-wheel Drive ,Diesel ,10-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel, – 
2023 Audi S3 2.0T Premium Plus,Not Priced, All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 0 mi. 
2022 RAM 1500 Rebel,"$66,715 ", Four-wheel Drive ,Gasoline ,Automatic,5.7L V8 16V MPFI OHV, 10 mi. 
2023 Ford Bronco ,"$72,060 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo, 22 mi. 
2022 Ford Mustang Mach 1,"$57,689 ", Rear-wheel Drive ,Gasoline ,6-Speed Manual,5.0L V8 32V PDI DOHC, 2 mi. 
2023 BMW Z4 M40i,"$73,765 ", Rear-wheel Drive ,Gasoline ,Automatic,3.0L I6 24V GDI DOHC Turbo, 10 mi. 
2023 Cadillac CT5 Premium Luxury AWD,"$53,190 ", AWD ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 5 mi. 
2023 Honda Pilot Touring,"$50,350 ", All-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V GDI DOHC, 9 mi. 
2022 Toyota Highlander XLE,"$44,358 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC, 2 mi. 
2023 Ford F-250 Lariat,"$95,885 ", Four-wheel Drive ,Diesel ,Automatic,6.7L V8 32V DDI OHV Turbo Diesel, – 
2023 Nissan Sentra SR,"$25,605 ", FWD ,Gasoline ,Automatic CVT,2.0L I4, 237 mi. 
2023 Ford Bronco Raptor,"$116,245 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo, – 
2023 Ford Mustang GT,"$45,908 ", Rear-wheel Drive ,Gasoline ,Manual,5.0L V8 32V PDI DOHC, 149 mi. 
2024 Mazda CX-90 Premium,"$54,870 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L, – 
2022 Jaguar F-TYPE R,"$115,720 ", All-wheel Drive ,Gasoline ,Automatic,V8, 10 mi. 
2022 INFINITI QX80 Luxe,"$65,971 ", Rear-wheel Drive ,Gasoline ,Automatic,5.6L V8 32V GDI DOHC," 17,709 mi. "
2022 BMW X7 M50i,"$87,997 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo," 9,442 mi. "
2021 Lexus LX 570 Three-Row,"$86,990 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,5.7L V8 32V MPFI DOHC," 24,947 mi. "
2019 Mercedes-Benz CLS 450 Base,"$45,998 ", Rear-wheel Drive ,Gasoline ,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo," 25,677 mi. "
2018 Buick LaCrosse Essence,"$16,588 ", Front-wheel Drive ,Hybrid ,6-Speed Automatic,2.5L I4 16V GDI DOHC Hybrid," 84,210 mi. "
2019 BMW 330 i xDrive,"$25,490 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 53,311 mi. "
2015 Jeep Wrangler Unlimited Sahara,"$25,900 ", Four-wheel Drive ,Gasoline ,5-Speed Automatic,3.6L V6 24V MPFI DOHC," 100,934 mi. "
2023 Lexus LC 500 Base,"$107,685 ", Rear-wheel Drive ,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC, 15 mi. 
2023 Hyundai Palisade Calligraphy,"$52,985 ", All-wheel Drive ,Gasoline ,8-Speed Automatic with SHIFTRONIC,3.8L V6 24V GDI DOHC, 5 mi. 
2023 GMC Sierra 2500 Denali,"$86,675 ", Four-wheel Drive ,Diesel ,10-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel, 5 mi. 
2023 Kia Telluride EX,"$43,770 ", FWD ,Gasoline ,Automatic,3.8L V6 24V GDI DOHC, 1 mi. 
2018 BMW M3 Base,"$53,990 ", Rear-wheel Drive ,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L I6 24V GDI DOHC Twin Turbo," 43,554 mi. "
2017 FIAT 124 Spider Abarth,"$20,484 ", Rear-wheel Drive ,Gasoline ,6-Speed Automatic,1.4L I4 16V MPFI SOHC Turbo," 51,051 mi. "
2022 BMW M340 i xDrive,"$55,995 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo," 19,996 mi. "
2015 Chevrolet Corvette Z06 Hardtop,"$62,136 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,6.2L V8 16V GDI OHV Supercharged," 39,580 mi. "
2021 Toyota Venza XLE,"$38,900 ", All-wheel Drive ,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid," 14,513 mi. "
2023 Ford Mustang GT,"$37,635 ", RWD ,Gasoline ,6-Speed Manual,5.0L V8 32V PDI DOHC, 1 mi. 
2023 Audi S5 3.0T Premium Plus,"$69,240 ", All-wheel Drive ,Gasoline ,Automatic,3.0L V6 24V GDI DOHC Turbo, 11 mi. 
2022 Volvo XC90 T6 Inscription 7 Passenger,"$52,499 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC," 21,716 mi. "
2022 Nissan Pathfinder SV,"$31,779 ", Front-wheel Drive ,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI DOHC," 38,994 mi. "
2021 Mercedes-Benz S-Class S 560 4MATIC,"$105,778 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo," 19,203 mi. "
2020 Cadillac CT5 V-Series,"$56,017 ", Rear-wheel Drive ,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo," 23,952 mi. "
2020 Cadillac Escalade Premium Luxury,"$62,700 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV," 34,572 mi. "
2020 Nissan Maxima 3.5 SV,"$23,194 ", Front-wheel Drive ,Gasoline ,Automatic CVT,3.5L V6 24V GDI DOHC," 48,933 mi. "
2019 Acura ILX Premium Package,"$25,997 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC," 23,081 mi. "
2022 Ford F-150 XLT,"$36,950 ", Rear-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo, 10 mi. 
2023 BMW 430 430i,"$57,895 ", Rear-wheel Drive ,Gasoline ,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122, 0 mi. 
2023 Land Rover Range Rover Sport SE Dynamic,"$97,660 ", 4WD ,Gasoline ,Automatic,3.0L I6 24V GDI DOHC Turbo, 10 mi. 
2007 Mitsubishi Eclipse SE,"$5,977 ", Front-wheel Drive ,Gasoline ,Automatic,"2.4L I-4 MIVEC variable valve control, engine with 162HP"," 120,700 mi. "
2021 Hyundai Sonata Hybrid SEL,"$25,397 ", Front-wheel Drive ,Hybrid ,6-Speed Automatic,2.0L I4 16V GDI DOHC Hybrid," 24,529 mi. "
2022 Chevrolet Silverado 1500 RST,"$73,978 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,"EcoTec3 5.3L V-8 gasoline direct injection, variable valve contr", 21 mi. 
2022 Dodge Challenger R/T Scat Pack,"$46,663 ", Rear-wheel Drive ,Gasoline ,6-Speed Manual,6.4L V8 16V MPFI OHV, 2 mi. 
2018 RAM 1500 Longhorn,"$28,500 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV," 120,264 mi. "
2023 Bentley Bentayga ,"$238,215 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo, 32 mi. 
2018 Jeep Wrangler Unlimited Sport,"$29,900 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC," 54,163 mi. "
2018 Lincoln Continental Reserve,"$28,333 ", Front-wheel Drive ,Gasoline ,6-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo," 50,437 mi. "
2023 Aston Martin Vantage F1 Edition,"$200,286 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo, 23 mi. 
2019 BMW 330 xDrive,"$29,888 ", All-wheel Drive ,Gasoline ,Automatic,"2L I-4 gasoline direct injection, DOHC, Double VANOS variable va"," 29,253 mi. "
2017 Kia Sorento LX,"$17,004 ", Front-wheel Drive ,Gasoline ,6-Speed Automatic,2.4L I4 16V GDI DOHC," 63,311 mi. "
