Name,Price,Drive-type,Fuel-type,Transmission,Engine,Mileague
2023 Land Rover Discovery P360 Metropolitan Edition,89130,Four-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,16
2023 Chevrolet Suburban Z71,73628,Four-wheel Drive,Gasoline,10-Speed Automatic with Overdrive,5.3L V8 16V GDI OHV,
2024 GMC Sierra 3500 Denali,89810,Four-wheel Drive,Gasoline,10-Speed Automatic,6.6L V8,2
2023 Ford F-250 XLT,60550,Four-wheel Drive,Gasoline,Automatic,7.3L V-8 DEVCT variable valve control engine with 430HP,0
2023 Chevrolet Tahoe RST,73055,Four-wheel Drive,Gasoline,,5.3L V8 16V GDI OHV,0
2024 Mazda CX-90 S Premium,57042,All-wheel Drive,Gasoline,8-Speed Automatic,NoInfo,5
2023 Honda CR-V Hybrid Sport,35650,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,
2023 Ford Explorer XLT,46920,NoInfo,Gasoline,,2.3L I4 16V GDI DOHC Turbo,0
2023 RAM 1500 TRX,120305,Four-wheel Drive,Gasoline,8-Speed Automatic,6.2L V8 16V MPFI OHV Supercharged,5
2022 RAM 1500 Classic SLT,49320,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,
2023 Ford F-150 Platinum,81242,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,7
2024 GMC Sierra 2500 Denali,87650,Four-wheel Drive,Gasoline,10-Speed Automatic,6.6L V8,
2022 Ford Explorer XLT,36702,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,6289
2023 Mazda CX-9 Touring Plus,41412,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,11
2023 BMW iX M60,118210,All-wheel Drive,Automatic,Electric,NoInfo,
2023 Jeep Renegade Latitude,30872,Four-wheel Drive,Gasoline,Automatic,1.3L I4 16V GDI SOHC Turbo,0
2023 Jeep Grand Cherokee Limited,54430,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,11
2023 Subaru WRX Premium,35017,All-wheel Drive,Gasoline,6-Speed Manual,2.4L H4 16V GDI DOHC Turbo,3
2023 BMW ALPINA B8 Gran Coupe xDrive,153895,All-wheel Drive,Gasoline,Automatic,4.4L V8 32V GDI DOHC Twin Turbo,20
2024 Mazda CX-90 Premium,51020,All-wheel Drive,Gasoline,8-Speed Automatic,NoInfo,10
2022 Dodge Challenger RT Scat Pack,47911,Rear-wheel Drive,Gasoline,8-Speed Automatic,6.4L V8 16V MPFI OHV,197
2023 Kia Sorento EX,38585,Front-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC Turbo,8
2023 Volvo XC90 Recharge Plug-In Hybrid T8 Plus Bright Theme 7 Passenger,76130,All-wheel Drive,Hybrid,Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,2
2022 Jeep Gladiator Rubicon,55322,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,33
2022 Ford F-150 XLT,57114,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,75
2023 Acura TLX Type S,56745,All-wheel Drive,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,5
2019 Lincoln Navigator Reserve,57494,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,36436
2023 Chrysler 300 Touring L,42495,Rear-wheel Drive,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,6
2019 Mercedes-Benz Sprinter 2500 High Roof,64999,Rear-wheel Drive,Diesel,7-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,3232
2023 Jaguar F-TYPE P450 R-Dynamic,98655,All-wheel Drive,Gasoline,Automatic,NoInfo,10
2022 Subaru WRX GT,44024,All-wheel Drive,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4
2023 Audi S7 2.9T quattro Premium,98290,All-wheel Drive,Gasoline,Automatic,2.9L V6 24V GDI DOHC Twin Turbo,14
2023 Honda HR-V LX,27050,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC,2
2023 Audi S3 2.0T Premium Plus,,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,0
2023 Nissan Sentra SR,25605,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4,237
2023 Ford Bronco Raptor,116245,Four-wheel Drive,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,
2023 Ford Mustang GT,45908,Rear-wheel Drive,Gasoline,Manual,5.0L V8 32V PDI DOHC,149
2024 Mazda CX-90 Premium,54870,All-wheel Drive,Gasoline,8-Speed Automatic,NoInfo,
2022 Jaguar F-TYPE R,115720,All-wheel Drive,Gasoline,Automatic,NoInfo,10
2022 INFINITI QX80 Luxe,65971,Rear-wheel Drive,Gasoline,Automatic,5.6L V8 32V GDI DOHC,17709
2023 Mercedes-Benz S-Class S 580 4MATIC,139680,All-wheel Drive,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,12
2023 Toyota 4Runner TRD Off Road Premium,48921,Four-wheel Drive,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,2
2023 Lexus RX 350h Luxury,65550,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,2
2024 BMW X5 XDRIVE50E,85895,All-wheel Drive,Gasoline,Automatic,NoInfo,5
2023 Mercedes-Benz Sprinter 2500 Standard Roof,62785,Rear-wheel Drive,Diesel,Automatic,2.0L I4 16V DDI DOHC Turbo Diesel,4
2023 Chevrolet Colorado Trail Boss,42115,Four-wheel Drive,Gasoline,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo,1
2022 Jeep Grand Wagoneer Series III,115285,Four-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo,0
2023 Chevrolet Trailblazer LT,28690,All-wheel Drive,Gasoline,9-Speed Automatic,1.3L I3 12V GDI DOHC Turbo,3
2023 Mercedes-Benz GLS 450 4MATIC,94385,All-wheel Drive,Gasoline,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5
2022 Buick Encore Preferred,28915,All-wheel Drive,Gasoline,6-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,3
2023 Ford Bronco Wildtrak,69790,Four-wheel Drive,Gasoline,Automatic,2.7L V6 24V PDI DOHC Twin Turbo,51
2024 Chevrolet Silverado 2500 Custom,55730,Four-wheel Drive,Gasoline,10-Speed Automatic,6.6L V8,5
2023 Honda CR-V Hybrid Sport,35195,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,10
2023 Land Rover Range Rover P530 SE SWB,165975,All-wheel Drive,Gasoline,Automatic,4.4L V8 32V GDI DOHC Twin Turbo,9
2023 Hyundai IONIQ 5 SEL,54737,All-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2024 Mazda CX-90 Preferred Plus,46166,All-wheel Drive,Gasoline,8-Speed Automatic,NoInfo,5
2023 Jeep Compass Latitude,32385,Four-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5
2023 Toyota Camry SE Nightshade,31683,All-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4
2023 Jeep Gladiator Mojave,54830,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,9
2023 Volkswagen Golf GTI 2.0T Autobahn,42411,Front-wheel Drive,Gasoline,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,0
2023 Volvo XC60 B5 Core,43000,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,6098
2022 Buick Encore Preferred,29410,All-wheel Drive,Gasoline,6-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,3
2022 Toyota Tacoma TRD Off Road,42108,Four-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,
2023 Mercedes-Benz CLA 250 Base,45070,Front-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,743
2023 Jeep Wrangler Sport,51900,Four-wheel Drive,Diesel,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,16
2022 Lincoln Aviator Grand Touring,80740,All-wheel Drive,Hybrid,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo Hybrid,59
2023 Lexus IS 500 F SPORT Performance Premium,67730,NoInfo,Gasoline,Automatic,5.0L V8 32V PDI DOHC,0
2023 Toyota RAV4 Hybrid SE,36113,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,0
2023 Toyota RAV4 Hybrid XLE Premium,38309,All-wheel Drive,Hybrid,Automatic,2.5L I4 16V PDI DOHC Hybrid,0
2022 RAM 3500 Laramie,87355,Four-wheel Drive,Diesel,Automatic,6.7L I6 24V DDI OHV Turbo Diesel,42
2023 Acura TLX Type S wPerformance Tire,58145,All-wheel Drive,Gasoline,10-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,5
2023 RAM 2500 Power Wagon Rebel,90895,Four-wheel Drive,Diesel,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel,5
2023 Honda HR-V Sport,28790,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3
2023 Ford Bronco Outer Banks,61945,Four-wheel Drive,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,0
2023 Volvo XC60 Recharge Plug-In Hybrid T8 Ultimate Bright Theme,71250,All-wheel Drive,Hybrid,Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,5
2022 Mercedes-Benz Sprinter 2500 Standard Roof,202803,Four-wheel Drive,Diesel,7-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,1
2022 RAM 1500 Limited,69795,Four-wheel Drive,Diesel,Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,22
2023 Land Rover Range Rover P530 SE SWB,165975,All-wheel Drive,Gasoline,Automatic,4.4L V8 32V GDI DOHC Twin Turbo,9
2023 Hyundai IONIQ 5 SEL,54737,All-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2024 Mazda CX-90 Preferred Plus,46166,All-wheel Drive,Gasoline,8-Speed Automatic,NoInfo,5
2023 Jeep Compass Latitude,32385,Four-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5
2023 Toyota Camry SE Nightshade,31683,All-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4
2023 Cadillac XT4 Sport,51440,All-wheel Drive,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1
2023 Mazda CX-50 2.5 S Preferred Plus Package,33682,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,8
2023 Ford F-350 XL,53100,Four-wheel Drive,Gasoline,,8 Cylinder,5
2023 Kia Sportage Hybrid LX,31085,All-wheel Drive,Hybrid,Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid,4
2023 BMW X6 M50i,102160,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,8
2023 Toyota 4Runner TRD Sport,47299,Rear-wheel Drive,Gasoline,5-Speed,4.0L V6 24V MPFI DOHC,10
2023 Honda Passport TrailSport,43600,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,4980
2022 Ford Bronco,56255,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,11
2023 GMC Sierra 2500 SLT,79744,Four-wheel Drive,Diesel,Automatic,6.6L V8 32V DDI OHV Turbo Diesel,10
2023 Nissan Frontier SV,40365,Rear-wheel Drive,Gasoline,Automatic,3.8L V6 24V GDI DOHC,5
2022 Nissan Frontier PRO-4X,44490,Four-wheel Drive,Gasoline,9-Speed Automatic,3.8L V6 24V GDI DOHC,0
2022 Toyota RAV4 Hybrid XLE Premium,37607,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,6200
2023 Lexus ES 300h Ultra Luxury,57115,Front-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,0
2023 Ford F-250 XLT,82140,Four-wheel Drive,Diesel,10-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel,0
2023 Land Rover Defender 110 S,88435,Four-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,551
2023 Nissan Rogue SV,34998,All-wheel Drive,Gasoline,Automatic CVT,1.5L I3 12V GDI DOHC Turbo,2
2023 BMW M440 i,74745,Rear-wheel Drive,Gasoline,8-Speed Automatic with Steptronic,3.0L I6 24V GDI DOHC Turbo,0
2023 Toyota Tundra Platinum,69057,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,3
2023 Chevrolet Equinox RS,33895,All-wheel Drive,Gasoline,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo,5
2023 Dodge Challenger SXT,34425,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,0
2022 Ford F-150 XLT,55956,Four-wheel Drive,Gasoline,Automatic,5.0L V8 32V PDI DOHC,10
2023 Land Rover Range Rover P530 SE,145125,All-wheel Drive,Gasoline,Automatic,4.4L V8 32V GDI DOHC Twin Turbo,417
2023 Jeep Wrangler Rubicon,70995,Four-wheel Drive,Diesel,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,16
2023 Mazda MX-5 Miata Grand Touring,34798,Rear-wheel Drive,Gasoline,6-Speed Manual,2.0L I4 16V,3
2023 RAM 1500 Big Horn,48820,Four-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,11
2023 Toyota 4Runner TRD Off Road Premium,48354,Four-wheel Drive,Gasoline,5-Speed,4.0L V6 24V MPFI DOHC,7
2024 BMW M4 Competition,87935,NoInfo,Gasoline,Automatic,NoInfo,0
2023 BMW 330e xDrive,48165,All-wheel Drive,Hybrid,8-Speed Automatic with Steptronic,2.0L I4 16V GDI DOHC Turbo Hybrid,0
2023 Toyota 4Runner Limited,54089,Rear-wheel Drive,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,0
2023 Audi Q7 55 Premium Plus,68230,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,9
2023 Genesis G80 2.5T,59820,All-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC Turbo,3
2023 Toyota RAV4 Hybrid XLE Premium,38309,All-wheel Drive,Hybrid,Automatic,2.5L I4 16V PDI DOHC Hybrid,0
2023 GMC Sierra 1500 AT4,73575,Four-wheel Drive,Diesel,Automatic,3.0L I6 24V DDI DOHC Turbo Diesel,12
2023 Ford F-350 Lariat Super Duty,84315,Four-wheel Drive,Diesel,10-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel,
2022 RAM 1500 Laramie,73295,Four-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,
2022 RAM 1500 Big Horn,72495,Four-wheel Drive,Gasoline,Automatic,5.7L V8 16V MPFI OHV,55
2023 Ford F-250 Lariat,85460,Four-wheel Drive,Diesel,10-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel,114
2022 Jeep Gladiator Overland,51750,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,13
2023 Chevrolet Silverado 3500 High Country,82870,Four-wheel Drive,Diesel,10-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel,7
2023 Ford Bronco Outer Banks Advanced,73110,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,30
2023 Dodge Challenger SXT,32995,Rear-wheel Drive,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,5
2023 Lexus RX 350h Premium Plus,61750,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,3
2023 Acura Integra wA-Spec Package,35095,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5
2022 RAM 1500 Limited,69795,Four-wheel Drive,Diesel,Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,22
2022 Jeep Gladiator Sport,47879,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,164
2023 GMC Yukon SLT,77430,Four-wheel Drive,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,8
2023 Ford F-350 XLT,83052,Four-wheel Drive,Gasoline,Automatic,7.3L V8 16V MPFI OHV,1
2023 Toyota Sienna LE,,Front-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,5047
2024 Mazda CX-90 S Premium Plus,61970,All-wheel Drive,Gasoline,8-Speed Automatic,NoInfo,4
2023 Honda Pilot EX-L 8-Passenger,45395,All-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,10
2023 Jeep Compass Latitude,32885,Four-wheel Drive,Gasoline,NEW TRANSMISSION,2.0L I4 16V GDI DOHC Turbo,2
2023 Kia Sportage SX,33685,Front-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,15
2023 Mercedes-Benz AMG GLC 43 4MATIC Coupe,70875,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,1
2023 BMW iX M60,117745,All-wheel Drive,Automatic,Electric,NoInfo,
2022 Jeep Grand Cherokee 4xe Summit,74509,Four-wheel Drive,Hybrid,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,98
2022 Lincoln Nautilus Reserve,49381,Front-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3
2022 Dodge Challenger RT Scat Pack,47911,Rear-wheel Drive,Gasoline,8-Speed Automatic,6.4L V8 16V MPFI OHV,197
2023 Kia Sorento EX,38585,Front-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC Turbo,8
2023 Volvo XC90 Recharge Plug-In Hybrid T8 Plus Bright Theme 7 Passenger,76130,All-wheel Drive,Hybrid,Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,2
2023 Nissan Sentra SR,25735,Front-wheel Drive,Gasoline,Automatic CVT,NoInfo,20
2023 GMC Canyon Elevation,43120,Rear-wheel Drive,Gasoline,Automatic,2.7L I4 16V GDI DOHC Turbo,4
2023 Mercedes-Benz AMG C 43 Base 4MATIC,69744,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V PDI DOHC Turbo,7
2023 Toyota Highlander XLE,48262,All-wheel Drive,Gasoline,8-Speed Automatic,2.4L I4 16V PDI DOHC Turbo,8
2023 Cadillac LYRIQ Luxury,62965,Rear-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2023 Mercedes-Benz AMG GLE 63 S,,All-wheel Drive,Gasoline,Automatic,4.0L V8 32V GDI DOHC Twin Turbo,23
2023 Toyota Tundra Hybrid TRD Pro,71821,Four-wheel Drive,Hybrid,Automatic,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,10
2023 GMC Sierra 2500 AT4,85810,Four-wheel Drive,Diesel,10-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel,3
2023 Honda Pilot Touring,50640,All-wheel Drive,Gasoline,Automatic,Premium Unleaded V-6 3.5 L212,10
2023 Toyota Tundra SR,41283,Rear-wheel Drive,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,0
2022 Mazda CX-5 2.5 Turbo,36898,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,4947
2022 RAM 2500 Limited,89875,Four-wheel Drive,Diesel,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel,24
2024 Mazda CX-90 3.3 Turbo Premium Plus,54920,NoInfo,Gasoline,Automatic,I6 Turbo,10
2023 Lexus GX 460 Base,60460,Four-wheel Drive,Gasoline,Automatic,4.6L V8 32V MPFI DOHC,3765
2023 Volkswagen Atlas 3.6L SE wTechnology,46529,All-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,0
2023 Honda Civic EX,28000,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2
2023 Toyota RAV4 LE,29619,Front-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,10
2023 Honda HR-V LX,27440,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3
2023 Honda Ridgeline RTL,43580,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5
2023 Ford Maverick XL,26000,Front-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V MPFI DOHC Hybrid,
2023 BMW X3 sDrive30i,52170,Rear-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,8
2022 Ford Edge Titanium,39652,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,14
2023 Kia K5 GT-Line,28790,Front-wheel Drive,Gasoline,8-Speed Automatic,1.6L I4 16V GDI DOHC Turbo,5
2023 Chevrolet Trailblazer LT,28690,All-wheel Drive,Gasoline,9-Speed Automatic,1.3L I3 12V GDI DOHC Turbo,3
2023 Mercedes-Benz GLS 450 4MATIC,94385,All-wheel Drive,Gasoline,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5
2023 Genesis GV70 2.5T,55085,All-wheel Drive,Gasoline,8-Speed Automatic with SHIFTRONIC,2.5L I4 16V PDI DOHC Turbo,10
2023 Honda CR-V Hybrid Sport,35195,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,10
2024 BMW X5 PHEV,89695,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V DOHC,
2022 Dodge Charger Scat Pack,61915,Rear-wheel Drive,Gasoline,8-Speed Automatic,6.4L V8 16V MPFI OHV,18
2023 Toyota RAV4 Hybrid XLE,37154,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,0
2023 Toyota 4Runner SR5 Premium,48801,Four-wheel Drive,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,1
2023 Honda CR-V EX,32905,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,10
2023 Subaru Legacy Premium,29713,All-wheel Drive,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,3
2023 Subaru Solterra Limited,50115,All-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2023 Land Rover Range Rover Sport SE Dynamic,103265,Four-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,10
2023 Subaru WRX Premium,36423,All-wheel Drive,Gasoline,6-Speed Manual,2.4L H4 16V GDI DOHC Turbo,5
2023 Cadillac CT5 Sport AWD,55055,All-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3
2023 BMW X5 xDrive40i,72520,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,8
2023 Audi SQ5 3.0T Premium Plus,67305,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,6
2023 Toyota Crown XLE,40500,All-wheel Drive,Hybrid,Automatic,2.5L I4 16V PDI DOHC Hybrid,4
2024 Kia Seltos SX,35685,All-wheel Drive,Gasoline,8-Speed Automatic,1.6L I4,12
2023 RAM 1500 Limited,72175,Four-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,8
2023 Bentley Continental GT,328895,All-wheel Drive,Gasoline,8-Speed,4.0L V8 32V GDI DOHC Twin Turbo,38
2022 Jeep Grand Wagoneer Series III,114335,Four-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo,975
2023 Honda Pilot TrailSport,,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI DOHC,2
2023 Acura Integra wA-Spec Tech Package,38095,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,4
2023 Ford F-150 Lightning LARIAT,88124,All-wheel Drive,Automatic,Electric,NoInfo,
2023 Hyundai Santa Fe HEV Limited,42515,All-wheel Drive,Hybrid,6-Speed Automatic with SHIFTRONIC,1.6L I4 16V GDI DOHC Turbo Hybrid,11
2023 Mazda Mazda3 2.5 S Carbon Edition,29560,Front-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,27
2023 Dodge Durango Citadel,50845,All-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,0
2023 Dodge Durango RT,63320,All-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,0
2023 Land Rover Range Rover Sport First Edition,159900,Four-wheel Drive,Gasoline,Automatic,4.4L V8 32V GDI DOHC Twin Turbo,47
2023 Chevrolet Silverado 3500 LTZ,,Four-wheel Drive,Gasoline,6-Speed Automatic,6.6L V8 16V GDI OHV,7
2023 Mercedes-Benz GLA 250 Base 4MATIC,49370,All-wheel Drive,Gasoline,8-Speed,2.0L I4 16V GDI DOHC Turbo,1940
2023 RAM 2500 Laramie,95224,Four-wheel Drive,Diesel,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel,0
2023 Audi e-tron Premium Plus,83130,All-wheel Drive,1-Speed Automatic,Electric,NoInfo,
2022 RAM 3500 Laramie,73174,Four-wheel Drive,Diesel,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel,12
2023 Ford F-150 Tremor,64475,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,
2023 Mercedes-Benz S-Class S 500 4MATIC,123185,All-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,1
2023 Audi A8 L 55,95210,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,16
2023 Ford Expedition Max XLT,71294,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,6
2023 Toyota 4Runner SR5 Premium,47284,Four-wheel Drive,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,5
2023 Jeep Wrangler Sahara,59715,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,15
2022 Jeep Gladiator Rubicon,54717,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,10
2023 BMW M440 i xDrive,74720,All-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,16
2023 Mercedes-Benz EQE 350 Base 4MATIC,80250,All-wheel Drive,Automatic,Electric,NoInfo,
2023 Lexus RZ 450e,61865,All-wheel Drive,,Automatic,NoInfo,10
2023 Honda CR-V LX,31660,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V DOHC,5
2022 GMC Canyon Elevation,32766,Rear-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,2
2023 Genesis G80 2.5T,64765,All-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC Turbo,
2022 Ford F-250 XLT,70970,Four-wheel Drive,Diesel,10-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel,49
2023 Kia Sportage Hybrid LX,31835,All-wheel Drive,Hybrid,6-Speed Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid,11
